id,city,city_aka,state,country,iso3,continent,lat,lon,gmp,population_city,population_country,traffic_mortality,literacy_rate,avg_height,med_age,gini,traffic_index,videos,time_of_day,start_time,end_time,vehicle_type,upload_date,channel
5458,Vaxholm,[],,Sweden,SWE,Europe,59.40406,18.331331,0.0,11822,10605098,3.1,0.0,174.0,41.0,30.0,0.0,"[GQfrx2Cbt3U,MPeWdnZlGzQ]","[[0],[0]]","[[0],[0]]","[[748],[1810]]","[0,0]","[18082025,11082025]","[UCDYMOvn59-4xvXmWNQVxtog,UCDYMOvn59-4xvXmWNQVxtog]"
5459,Trosa,[],,Sweden,SWE,Europe,58.897907,17.550701,0.0,14927,10605098,3.1,0.0,174.0,41.0,30.0,0.0,[jERonv3jOUI],[[0]],[[0]],[[359]],[0],[31072025],[UCOgVV5fMG0AaYdNW1Ktfmkg]
5460,Strängnäs,[Strangnas],,Sweden,SWE,Europe,59.3763155,17.0268194,0.0,39313,10605098,3.1,0.0,174.0,41.0,30.0,0.0,"[ikOjqfFj-7o,GDXBW8LRFu4]","[[0],[0]]","[[0],[0]]","[[468],[664]]","[0,0]","[18062025,14062025]","[UCOgVV5fMG0AaYdNW1Ktfmkg,UCOgVV5fMG0AaYdNW1Ktfmkg]"
5461,Mariefred,[],,Sweden,SWE,Europe,59.2599454,17.2229487,0.0,3911,10605098,3.1,0.0,174.0,41.0,30.0,0.0,[D_LyZL4P3_k],[[0]],[[1101]],[[1180]],[0],[25072023],[UCOgVV5fMG0AaYdNW1Ktfmkg]
5462,Åre,[Are],,Sweden,SWE,Europe,63.4010888,13.0822241,0.0,12464,10605098,3.1,0.0,174.0,41.0,30.0,0.0,"[6cS7hVQn3E8,N2h1qmx4PpM]","[[0],[0]]","[[5],[0]]","[[1702],[630]]","[0,0]","[10032025,30042022]","[UCBfj8m9p3rUvXBNyC9QSnUw,UCYU1p7dPNHiwmxpPeGgwA-w]"
5471,Storuman,[],,Sweden,SWE,Europe,65.09455,17.114987,0.0,2207,10605098,3.1,0.0,174.0,41.0,30.0,0.0,[s3VfROl8ODM],[[0]],[[5]],[[535]],[0],[04112023],[UCBfj8m9p3rUvXBNyC9QSnUw]
5472,Frederikshavn,[],,Denmark,DNK,Europe,57.4412134,10.5336225,0.0,22672,6011488,3.7,0.0,176.0,42.2,28.2,0.0,"[Gi1KwOuVDjg,LvCVl6wVfcw]","[[0],[0]]","[[153],[638]]","[[1267],[1214]]","[0,0]","[3072023,10122023]","[UCBfj8m9p3rUvXBNyC9QSnUw,UCYU1p7dPNHiwmxpPeGgwA-w]"
5482,Eskilstuna,[],,Sweden,SWE,Europe,59.3717379,16.5051474,0.0,67359,10605098,3.1,0.0,174.0,41.0,30.0,20.59,"[4doj12p2_Eo,K0A7dCLcj2E,X5V7pu56ffw,G2z8-WuXfRg,GUnmUqcX1WA,ai9Nym1xswU,gIlPJUIQlOU,37FhS0itxH0,RHwoTdo4Zbc]","[[0],[0],[0],[1],[0],[0],[0],[0],[0]]","[[0],[0],[0],[0],[0],[0],[0],[0],[0]]","[[981],[600],[446],[670],[1102],[626],[731],[629],[692]]","[0,0,0,0,0,0,0,0,0]","[20122021,21012022,21012022,21012022,16012022,8012022,6012022,5012022,1012022]","[UClxBEdTxl_UQRHCZZpo23NA,UClxBEdTxl_UQRHCZZpo23NA,UClxBEdTxl_UQRHCZZpo23NA,UClxBEdTxl_UQRHCZZpo23NA,UClxBEdTxl_UQRHCZZpo23NA,UClxBEdTxl_UQRHCZZpo23NA,UClxBEdTxl_UQRHCZZpo23NA,UClxBEdTxl_UQRHCZZpo23NA,UClxBEdTxl_UQRHCZZpo23NA]"
5483,Mönsterås,[Monsteras],,Sweden,SWE,Europe,57.042037,16.443466,0.0,13069,10605098,3.1,0.0,174.0,41.0,30.0,0.0,[Kyhl6NjNZqM],[[0]],[[0]],[[502]],[0],[30112025],[UClxBEdTxl_UQRHCZZpo23NA]
5484,Emmaboda,[],,Sweden,SWE,Europe,56.6399042,15.5453425,0.0,9006,10605098,3.1,0.0,174.0,41.0,30.0,0.0,[ocVdraX2xcs],"[[0,0]]","[[0,237]]","[[237,338]]",[0],[26112025],[UClxBEdTxl_UQRHCZZpo23NA]
5488,Skärhamn,[Skarhamn],,Sweden,SWE,Europe,57.9909221,11.549795,0.0,3495,10605098,3.1,0.0,174.0,41.0,30.0,0.0,[F53HUOm5Rjk],[[0]],[[302]],[[644]],[0],[10102024],[UCRMjtj_IsKnFAyBuC3OfK7g]
5492,Fjällbacka,[Fjallbacka],,Sweden,SWE,Europe,58.5987546,11.2827802,0.0,850,10605098,3.1,0.0,174.0,41.0,30.0,0.0,[WUj6vW_p090],[[0]],[[0]],[[408]],[0],[04112023],[UCRMjtj_IsKnFAyBuC3OfK7g]
